Date,Price,Yield_MA7
6/16/2020,159.84,0.09
6/17/2020,159.87,0.09
6/18/2020,159.91,0.09
6/19/2020,159.95,0.09
6/20/2020,159.99,0.09
6/21/2020,160.04,0.09
6/22/2020,160.08,0.10
6/23/2020,160.13,0.10
6/24/2020,160.18,0.10
6/25/2020,160.22,0.11
6/26/2020,160.27,0.11
6/27/2020,160.30,0.11
6/28/2020,160.34,0.10
6/29/2020,160.37,0.10
6/30/2020,160.40,0.09
7/1/2020,160.44,0.09
7/2/2020,160.47,0.08
7/3/2020,160.50,0.08
7/4/2020,160.53,0.07
7/5/2020,160.55,0.07
7/6/2020,160.58,0.07
7/7/2020,160.61,0.07
7/8/2020,160.64,0.07
7/9/2020,160.66,0.07
7/10/2020,160.69,0.06
7/11/2020,160.72,0.06
7/12/2020,160.75,0.06
7/13/2020,160.77,0.06
7/14/2020,160.80,0.06
7/15/2020,160.83,0.06
7/16/2020,160.85,0.06
7/17/2020,160.88,0.06
7/18/2020,160.90,0.06
7/19/2020,160.93,0.06
7/20/2020,160.96,0.06
7/21/2020,160.98,0.06
7/22/2020,161.01,0.06
7/23/2020,161.03,0.06
7/24/2020,161.06,0.06
7/25/2020,161.09,0.06
7/26/2020,161.11,0.06
7/27/2020,161.15,0.06
7/28/2020,161.20,0.07
7/29/2020,161.27,0.09
7/30/2020,161.34,0.10
7/31/2020,161.42,0.12
8/1/2020,161.51,0.15
8/2/2020,161.60,0.17
8/3/2020,161.70,0.19
8/4/2020,161.78,0.20
8/5/2020,161.85,0.21
8/6/2020,161.92,0.20
8/7/2020,161.99,0.20
8/8/2020,162.06,0.19
8/9/2020,162.13,0.18
8/10/2020,162.19,0.17
8/11/2020,162.26,0.17
8/12/2020,162.33,0.16
8/13/2020,162.38,0.16
8/14/2020,162.41,0.14
8/15/2020,162.47,0.14
8/16/2020,162.55,0.14
8/17/2020,162.62,0.15
8/18/2020,162.69,0.15
8/19/2020,162.76,0.15
8/20/2020,162.83,0.16
8/21/2020,162.90,0.17
8/22/2020,162.96,0.17
8/23/2020,163.02,0.16
8/24/2020,163.08,0.16
8/25/2020,163.14,0.15
8/26/2020,163.20,0.15
8/27/2020,163.25,0.15
8/28/2020,163.31,0.14
8/29/2020,163.38,0.14
8/30/2020,163.44,0.14
8/31/2020,163.50,0.14
9/1/2020,163.56,0.14
9/2/2020,163.63,0.15
9/3/2020,163.69,0.15
9/4/2020,163.75,0.15
9/5/2020,163.81,0.15
9/6/2020,163.86,0.14
9/7/2020,163.91,0.14
9/8/2020,163.97,0.14
9/9/2020,164.01,0.13
9/10/2020,164.06,0.13
9/11/2020,164.11,0.12
9/12/2020,164.16,0.12
9/13/2020,164.20,0.11
9/14/2020,164.24,0.11
9/15/2020,164.28,0.10
9/16/2020,164.32,0.10
9/17/2020,164.37,0.10
9/18/2020,164.42,0.10
9/19/2020,164.46,0.10
9/20/2020,164.50,0.10
9/21/2020,164.55,0.10
9/22/2020,164.60,0.10
9/23/2020,164.64,0.10
9/24/2020,164.68,0.10
9/25/2020,164.73,0.10
9/26/2020,164.77,0.10
9/27/2020,164.81,0.10
9/28/2020,164.86,0.10
9/29/2020,164.90,0.10
9/30/2020,164.94,0.10
10/1/2020,164.99,0.10
10/2/2020,165.03,0.10
10/3/2020,165.07,0.10
10/4/2020,165.11,0.10
10/5/2020,165.15,0.10
10/6/2020,165.19,0.09
10/7/2020,165.23,0.09
10/8/2020,165.27,0.09
10/9/2020,165.30,0.09
10/10/2020,165.34,0.09
10/11/2020,165.38,0.09
10/12/2020,165.42,0.09
10/13/2020,165.46,0.09
10/14/2020,165.49,0.09
10/15/2020,165.53,0.09
10/16/2020,165.57,0.09
10/17/2020,165.60,0.09
10/18/2020,165.63,0.08
10/19/2020,165.66,0.08
10/20/2020,165.70,0.08
10/21/2020,165.73,0.08
10/22/2020,165.76,0.07
10/23/2020,165.79,0.07
10/24/2020,165.82,0.07
10/25/2020,165.85,0.07
10/26/2020,165.88,0.07
10/27/2020,165.91,0.07
10/28/2020,165.94,0.07
10/29/2020,165.97,0.07
10/30/2020,165.99,0.07
10/31/2020,166.02,0.07
11/1/2020,166.05,0.07
11/2/2020,166.08,0.06
11/3/2020,166.10,0.06
11/4/2020,166.13,0.06
11/5/2020,166.16,0.06
11/6/2020,166.24,0.08
11/7/2020,166.36,0.11
11/8/2020,166.44,0.13
11/9/2020,166.51,0.14
11/10/2020,166.56,0.16
11/11/2020,166.62,0.17
11/12/2020,166.68,0.18
11/13/2020,166.76,0.18
11/14/2020,166.84,0.17
11/15/2020,166.92,0.16
11/16/2020,166.99,0.17
11/17/2020,167.03,0.16
11/18/2020,167.09,0.16
11/19/2020,167.15,0.16
11/20/2020,167.22,0.15
11/21/2020,167.29,0.15
11/22/2020,167.37,0.15
11/23/2020,167.45,0.15
11/24/2020,167.53,0.17
11/25/2020,167.60,0.17
11/26/2020,167.68,0.18
11/27/2020,167.75,0.18
11/28/2020,167.82,0.18
11/29/2020,167.89,0.18
11/30/2020,167.97,0.17
12/1/2020,168.04,0.17
12/2/2020,168.12,0.17
12/3/2020,168.19,0.17
12/4/2020,168.26,0.17
12/5/2020,168.32,0.17
12/6/2020,168.37,0.16
12/7/2020,168.43,0.16
12/8/2020,168.50,0.15
12/9/2020,168.56,0.15
12/10/2020,168.62,0.14
12/11/2020,168.67,0.13
12/12/2020,168.71,0.13
12/13/2020,168.76,0.13
12/14/2020,168.82,0.13
12/15/2020,168.88,0.13
12/16/2020,168.94,0.12
12/17/2020,169.01,0.13
12/18/2020,169.06,0.13
12/19/2020,169.11,0.13
12/20/2020,169.15,0.12
12/21/2020,169.19,0.12
12/22/2020,169.24,0.12
12/23/2020,169.29,0.11
12/24/2020,169.33,0.11
12/25/2020,169.37,0.10
12/26/2020,169.41,0.10
12/27/2020,169.44,0.10
12/28/2020,169.48,0.09
12/29/2020,169.52,0.09
12/30/2020,169.56,0.09
12/31/2020,169.60,0.09
1/1/2021,169.63,0.08
1/2/2021,169.66,0.08
1/3/2021,169.69,0.08
1/4/2021,169.74,0.08
1/5/2021,169.79,0.09
1/6/2021,169.88,0.10
1/7/2021,169.98,0.12
1/8/2021,170.06,0.14
1/9/2021,170.14,0.16
1/10/2021,170.21,0.17
1/11/2021,170.26,0.17
1/12/2021,170.28,0.16
1/13/2021,170.28,0.13
1/14/2021,170.29,0.10
1/15/2021,170.34,0.09
1/16/2021,170.38,0.08
1/17/2021,170.42,0.06
1/18/2021,170.45,0.06
1/19/2021,170.50,0.07
1/20/2021,170.54,0.08
1/21/2021,170.57,0.09
1/22/2021,170.60,0.08
1/23/2021,170.63,0.08
1/24/2021,170.66,0.08
1/25/2021,170.69,0.07
1/26/2021,170.72,0.07
1/27/2021,170.76,0.07
1/28/2021,170.80,0.07
1/29/2021,170.84,0.07
1/30/2021,170.87,0.08
1/31/2021,170.90,0.08
2/1/2021,170.93,0.08
2/2/2021,170.97,0.08
2/3/2021,171.01,0.08
2/4/2021,171.05,0.08
2/5/2021,171.09,0.08
2/6/2021,171.14,0.08
2/7/2021,171.17,0.08
2/8/2021,171.19,0.08
2/9/2021,171.21,0.08
2/10/2021,171.24,0.07
2/11/2021,171.27,0.07
2/12/2021,171.29,0.06
2/13/2021,171.33,0.06
2/14/2021,171.38,0.07
2/15/2021,171.45,0.08
2/16/2021,171.50,0.09
2/17/2021,171.57,0.11
2/18/2021,171.72,0.15
2/19/2021,171.84,0.18
2/20/2021,171.93,0.20
2/21/2021,172.00,0.21
2/22/2021,172.06,0.20
2/23/2021,172.11,0.20
2/24/2021,172.16,0.20
2/25/2021,172.22,0.16
2/26/2021,172.26,0.14
2/27/2021,172.28,0.11
2/28/2021,172.29,0.09
3/1/2021,172.30,0.08
3/2/2021,172.32,0.07
3/3/2021,172.34,0.06
3/4/2021,172.36,0.04
3/5/2021,172.37,0.03
3/6/2021,172.39,0.03
3/7/2021,172.41,0.04
3/8/2021,172.43,0.04
3/9/2021,172.46,0.04
3/10/2021,172.48,0.04
3/11/2021,172.51,0.05
3/12/2021,172.54,0.05
3/13/2021,172.57,0.06
3/14/2021,172.62,0.07
3/15/2021,172.73,0.09
3/16/2021,172.82,0.12
3/17/2021,172.90,0.14
3/18/2021,173.00,0.16
3/19/2021,173.09,0.18
3/20/2021,173.17,0.20
3/21/2021,173.24,0.21
3/22/2021,173.30,0.19
3/23/2021,173.35,0.17
3/24/2021,173.39,0.16
3/25/2021,173.41,0.13
3/26/2021,173.43,0.11
3/27/2021,173.45,0.09
3/28/2021,173.46,0.07
3/29/2021,173.48,0.06
3/30/2021,173.51,0.05
3/31/2021,173.55,0.05
4/1/2021,173.59,0.05
4/2/2021,173.62,0.06
4/3/2021,173.67,0.07
4/4/2021,173.73,0.08
4/5/2021,173.77,0.09
4/6/2021,173.81,0.09
4/7/2021,173.83,0.09
4/8/2021,173.83,0.07
4/9/2021,173.83,0.06
4/10/2021,173.83,0.05
4/11/2021,173.83,0.03
4/12/2021,173.83,0.02
4/13/2021,173.83,0.01
4/14/2021,173.83,0.00
4/15/2021,173.83,0.00
4/16/2021,173.83,0.00
4/17/2021,173.83,0.00
4/18/2021,173.83,0.00
4/19/2021,173.83,0.00
4/20/2021,173.83,0.00
4/21/2021,173.83,0.00
4/22/2021,173.83,0.00
4/23/2021,173.83,0.00
4/24/2021,173.83,0.00
4/25/2021,173.83,0.00
4/26/2021,173.83,0.00
4/27/2021,173.83,0.00
4/28/2021,173.83,0.00
4/29/2021,173.83,0.00
4/30/2021,173.83,0.00
5/1/2021,173.83,0.00
5/2/2021,173.83,0.00
5/3/2021,173.83,0.00
5/4/2021,173.83,0.00
5/5/2021,173.83,0.00
5/6/2021,173.83,0.00
5/7/2021,173.83,0.00
5/8/2021,173.83,0.00
5/9/2021,173.83,0.00
5/10/2021,173.83,0.00
5/11/2021,173.83,0.00
5/12/2021,173.83,0.00
5/13/2021,173.83,0.00
5/14/2021,173.83,0.00
5/15/2021,173.83,0.00
5/16/2021,173.83,0.00
5/17/2021,173.83,0.00
5/18/2021,173.85,0.01
5/19/2021,173.87,0.01
5/20/2021,173.90,0.02
5/21/2021,173.92,0.03
5/22/2021,173.93,0.03
5/23/2021,173.93,0.03
5/24/2021,173.93,0.03
5/25/2021,173.93,0.03
5/26/2021,173.93,0.02
5/27/2021,173.93,0.01
5/28/2021,173.93,0.00
5/29/2021,173.93,0.00
5/30/2021,173.94,0.00
5/31/2021,173.94,0.00
6/1/2021,173.95,0.01
6/2/2021,173.95,0.01
6/3/2021,173.96,0.01
6/4/2021,173.96,0.01
6/5/2021,173.97,0.01
6/6/2021,173.97,0.01
6/7/2021,173.98,0.01
6/8/2021,173.99,0.01
6/9/2021,173.99,0.01
6/10/2021,174.00,0.01
6/11/2021,174.00,0.01
6/12/2021,174.01,0.01
6/13/2021,174.01,0.01
6/14/2021,174.02,0.01
6/15/2021,174.03,0.01
6/16/2021,174.03,0.01
6/17/2021,174.04,0.01
6/18/2021,174.04,0.01
6/19/2021,174.05,0.01
6/20/2021,174.05,0.01
6/21/2021,174.06,0.01
6/22/2021,174.06,0.01
6/23/2021,174.07,0.01
6/24/2021,174.07,0.01
6/25/2021,174.08,0.01
6/26/2021,174.09,0.01
6/27/2021,174.09,0.01
6/28/2021,174.09,0.01
6/29/2021,174.09,0.01
6/30/2021,174.10,0.01
7/1/2021,174.10,0.01
7/2/2021,174.11,0.01
7/3/2021,174.11,0.01
7/4/2021,174.12,0.01
7/5/2021,174.12,0.01
7/6/2021,174.13,0.01
7/7/2021,174.13,0.01
7/8/2021,174.14,0.01
7/9/2021,174.15,0.01
7/10/2021,174.15,0.01
7/11/2021,174.16,0.01
7/12/2021,174.17,0.01
7/13/2021,174.17,0.01
7/14/2021,174.17,0.01
7/15/2021,174.18,0.01
7/16/2021,174.18,0.01
7/17/2021,174.18,0.01
7/18/2021,174.19,0.01
7/19/2021,174.19,0.01
7/20/2021,174.19,0.01
7/21/2021,174.20,0.01
7/22/2021,174.20,0.01
7/23/2021,174.20,0.01
7/24/2021,174.21,0.01
7/25/2021,174.21,0.01
7/26/2021,174.22,0.01
7/27/2021,174.22,0.01
7/28/2021,174.23,0.01
7/29/2021,174.24,0.01
7/30/2021,174.25,0.01
7/31/2021,174.26,0.01
8/1/2021,174.27,0.02
8/2/2021,174.28,0.02
8/3/2021,174.29,0.02
8/4/2021,174.30,0.02
8/5/2021,174.31,0.02
8/6/2021,174.32,0.02
8/7/2021,174.33,0.02
8/8/2021,174.34,0.02
8/9/2021,174.36,0.02
8/10/2021,174.37,0.02
8/11/2021,174.38,0.02
8/12/2021,174.39,0.02
8/13/2021,174.40,0.02
8/14/2021,174.41,0.02
8/15/2021,174.42,0.02
8/16/2021,174.43,0.02
8/17/2021,174.44,0.02
8/18/2021,174.45,0.02
8/19/2021,174.46,0.02
8/20/2021,174.48,0.02
8/21/2021,174.49,0.02
8/22/2021,174.50,0.03
8/23/2021,174.51,0.02
8/24/2021,174.53,0.03
8/25/2021,174.54,0.03
8/26/2021,174.55,0.03
8/27/2021,174.57,0.03
8/28/2021,174.58,0.03
8/29/2021,174.59,0.03
8/30/2021,174.60,0.03
8/31/2021,174.62,0.03
9/1/2021,174.63,0.03
9/2/2021,174.64,0.03
9/3/2021,174.66,0.03
9/4/2021,174.67,0.03
9/5/2021,174.68,0.03
9/6/2021,174.69,0.03
9/7/2021,174.70,0.02
9/8/2021,174.71,0.02
9/9/2021,174.71,0.02
9/10/2021,174.72,0.02
9/11/2021,174.73,0.02
9/12/2021,174.74,0.02
9/13/2021,174.75,0.02
9/14/2021,174.76,0.02
9/15/2021,174.77,0.02
9/16/2021,174.77,0.02
9/17/2021,174.78,0.02
9/18/2021,174.79,0.02
9/19/2021,174.80,0.02
9/20/2021,174.81,0.02
9/21/2021,174.82,0.02
9/22/2021,174.82,0.02
9/23/2021,174.83,0.02
9/24/2021,174.84,0.02
9/25/2021,174.85,0.02
9/26/2021,174.85,0.02
9/27/2021,174.86,0.02
9/28/2021,174.87,0.02
9/29/2021,174.88,0.02
9/30/2021,174.89,0.02
10/1/2021,174.89,0.02
10/2/2021,174.90,0.02
10/3/2021,174.91,0.02
10/4/2021,174.92,0.02
10/5/2021,174.93,0.02
10/6/2021,174.94,0.02
10/7/2021,174.94,0.02
10/8/2021,174.95,0.02
10/9/2021,174.96,0.02
10/10/2021,174.97,0.02
10/11/2021,174.98,0.02
10/12/2021,174.98,0.02
10/13/2021,174.99,0.02
10/14/2021,175.00,0.02
10/15/2021,175.01,0.02
10/16/2021,175.02,0.02
10/17/2021,175.03,0.02
10/18/2021,175.04,0.02
10/19/2021,175.05,0.02
10/20/2021,175.06,0.02
10/21/2021,175.07,0.02
10/22/2021,175.09,0.02
10/23/2021,175.11,0.03
10/24/2021,175.12,0.03
10/25/2021,175.13,0.03
10/26/2021,175.14,0.03
10/27/2021,175.16,0.03
10/28/2021,175.17,0.03
10/29/2021,175.19,0.03
10/30/2021,175.22,0.03
10/31/2021,175.24,0.04
11/1/2021,175.26,0.04
11/2/2021,175.29,0.04
11/3/2021,175.37,0.07
11/4/2021,175.42,0.08
11/5/2021,175.46,0.08
11/6/2021,175.50,0.09
11/7/2021,175.53,0.09
11/8/2021,175.56,0.10
11/9/2021,175.59,0.09
11/10/2021,175.61,0.07
11/11/2021,175.64,0.07
11/12/2021,175.67,0.06
11/13/2021,175.68,0.06
11/14/2021,175.70,0.05
11/15/2021,175.72,0.05
11/16/2021,175.74,0.05
11/17/2021,175.76,0.05
11/18/2021,175.78,0.04
11/19/2021,175.80,0.04
11/20/2021,175.82,0.04
11/21/2021,175.84,0.04
11/22/2021,175.85,0.04
11/23/2021,175.88,0.04
11/24/2021,175.90,0.04
11/25/2021,175.92,0.04
11/26/2021,175.94,0.04
11/27/2021,175.96,0.04
11/28/2021,175.99,0.05
11/29/2021,176.01,0.05
11/30/2021,176.03,0.05
12/1/2021,176.05,0.05
12/2/2021,176.07,0.05
12/3/2021,176.09,0.05
12/4/2021,176.11,0.05
12/5/2021,176.13,0.04
12/6/2021,176.14,0.04
12/7/2021,176.16,0.04
12/8/2021,176.18,0.04
12/9/2021,176.20,0.04
12/10/2021,176.21,0.04
12/11/2021,176.22,0.03
12/12/2021,176.24,0.03
12/13/2021,176.25,0.03
12/14/2021,176.27,0.03
12/15/2021,176.28,0.03
12/16/2021,176.30,0.03
12/17/2021,176.31,0.03
12/18/2021,176.33,0.03
12/19/2021,176.34,0.03
12/20/2021,176.36,0.03
12/21/2021,176.38,0.03
12/22/2021,176.40,0.04
12/23/2021,176.43,0.04
12/24/2021,176.45,0.04
12/25/2021,176.47,0.04
12/26/2021,176.50,0.05
12/27/2021,176.52,0.05
12/28/2021,176.54,0.05
12/29/2021,176.56,0.05
12/30/2021,176.57,0.04
12/31/2021,176.58,0.04
1/1/2022,176.59,0.04
1/2/2022,176.60,0.03
1/3/2022,176.62,0.03
1/4/2022,176.64,0.03
1/5/2022,176.65,0.03
1/6/2022,176.67,0.03
1/7/2022,176.69,0.03
1/8/2022,176.71,0.04
1/9/2022,176.72,0.04
1/10/2022,176.73,0.04
1/11/2022,176.75,0.03
1/12/2022,176.77,0.03
1/13/2022,176.78,0.03
1/14/2022,176.80,0.03
1/15/2022,176.82,0.03
1/16/2022,176.83,0.03
1/17/2022,176.84,0.03
1/18/2022,176.86,0.03
1/19/2022,176.88,0.03
1/20/2022,176.89,0.03
1/21/2022,176.91,0.03
1/22/2022,176.92,0.03
1/23/2022,176.94,0.03
1/24/2022,176.95,0.03
1/25/2022,176.96,0.03
1/26/2022,176.98,0.03
1/27/2022,176.99,0.03
1/28/2022,177.00,0.03
1/29/2022,177.02,0.03
1/30/2022,177.03,0.03
1/31/2022,177.04,0.03
2/1/2022,177.06,0.03
2/2/2022,177.07,0.03
2/3/2022,177.09,0.03
2/4/2022,177.10,0.03
2/5/2022,177.11,0.03
2/6/2022,177.13,0.03
2/7/2022,177.14,0.03
2/8/2022,177.16,0.03
2/9/2022,177.17,0.03
2/10/2022,177.19,0.03
2/11/2022,177.20,0.03
2/12/2022,177.21,0.03
2/13/2022,177.23,0.03
2/14/2022,177.25,0.03
2/15/2022,177.26,0.03
2/16/2022,177.27,0.03
2/17/2022,177.29,0.03
2/18/2022,177.30,0.03
2/19/2022,177.32,0.03
2/20/2022,177.33,0.03
2/21/2022,177.35,0.03
2/22/2022,177.36,0.03
2/23/2022,177.38,0.03
2/24/2022,177.39,0.03
2/25/2022,177.41,0.03
2/26/2022,177.42,0.03
2/27/2022,177.44,0.03
2/28/2022,177.45,0.03
3/1/2022,177.46,0.03
3/2/2022,177.48,0.03
3/3/2022,177.49,0.03
3/4/2022,177.51,0.03
3/5/2022,177.52,0.03
3/6/2022,177.54,0.03
3/7/2022,177.55,0.03
3/8/2022,177.57,0.03
3/9/2022,177.58,0.03
3/10/2022,177.60,0.03
3/11/2022,177.62,0.03
3/12/2022,177.63,0.03
3/13/2022,177.65,0.03
3/14/2022,177.66,0.03
3/15/2022,177.67,0.03
3/16/2022,177.69,0.03
3/17/2022,177.70,0.03
3/18/2022,177.71,0.03
3/19/2022,177.71,0.03
3/20/2022,177.71,0.02
3/21/2022,177.71,0.02
3/22/2022,177.71,0.01
3/23/2022,177.71,0.01
3/24/2022,177.71,0.00
3/25/2022,177.71,0.00
3/26/2022,177.71,0.00
3/27/2022,177.71,0.00
3/28/2022,177.71,0.00
3/29/2022,177.71,0.00
3/30/2022,177.71,0.00
3/31/2022,177.71,0.00
4/1/2022,177.71,0.00
4/2/2022,177.71,0.00
4/3/2022,177.71,0.00
4/4/2022,177.71,0.00
4/5/2022,177.71,0.00
4/6/2022,177.71,0.00
4/7/2022,177.71,0.00
4/8/2022,177.71,0.00
4/9/2022,177.71,0.00
4/10/2022,177.71,0.00
4/11/2022,177.71,0.00
4/12/2022,177.71,0.00
4/13/2022,177.71,0.00
4/14/2022,177.71,0.00
4/15/2022,177.72,0.00
4/16/2022,177.74,0.01
4/17/2022,177.76,0.01
4/18/2022,177.78,0.02
4/19/2022,177.80,0.03
4/20/2022,177.82,0.03
4/21/2022,177.84,0.04
4/22/2022,177.85,0.04
4/23/2022,177.87,0.04
4/24/2022,177.89,0.04
4/25/2022,177.91,0.04
4/26/2022,177.94,0.04
4/27/2022,177.96,0.04
4/28/2022,177.97,0.04
4/29/2022,177.99,0.04
4/30/2022,178.00,0.04
5/1/2022,178.01,0.04
5/2/2022,178.02,0.03
5/3/2022,178.04,0.03
5/4/2022,178.05,0.03
5/5/2022,178.06,0.03
5/6/2022,178.08,0.03
5/7/2022,178.09,0.03
5/8/2022,178.11,0.03
5/9/2022,178.13,0.03
5/10/2022,178.15,0.03
5/11/2022,178.16,0.03
5/12/2022,178.18,0.04
5/13/2022,178.22,0.04
5/14/2022,178.27,0.05
5/15/2022,178.29,0.06
5/16/2022,178.34,0.06
5/17/2022,178.34,0.06
5/18/2022,178.34,0.05
5/19/2022,178.34,0.05
5/20/2022,178.34,0.04
5/21/2022,178.34,0.02
5/22/2022,178.34,0.01
5/23/2022,178.34,0.00
5/24/2022,178.34,0.00
5/25/2022,178.34,0.00
5/26/2022,178.34,0.00
5/27/2022,178.34,0.00
5/28/2022,178.34,0.00
5/29/2022,178.34,0.00
5/30/2022,178.34,0.00
5/31/2022,178.34,0.00
6/1/2022,178.34,0.00
6/2/2022,178.34,0.00
6/3/2022,178.34,0.00
6/4/2022,178.34,0.00
6/5/2022,178.34,0.00
6/6/2022,178.34,0.00
6/7/2022,178.34,0.00
6/8/2022,178.34,0.00
6/9/2022,178.34,0.00
6/10/2022,178.34,0.00
6/11/2022,178.34,0.00
6/12/2022,178.34,0.00
6/13/2022,178.34,0.00
6/14/2022,178.34,0.00
6/15/2022,178.34,0.00
6/16/2022,178.34,0.00
6/17/2022,178.35,0.00
6/18/2022,178.37,0.01
6/19/2022,178.41,0.02
6/20/2022,178.43,0.03
6/21/2022,178.45,0.03
6/22/2022,178.48,0.04
6/23/2022,178.52,0.05
6/24/2022,178.54,0.06
6/25/2022,178.56,0.06
6/26/2022,178.58,0.05
6/27/2022,178.61,0.05
6/28/2022,178.64,0.06
6/29/2022,178.66,0.05
6/30/2022,178.69,0.05
7/1/2022,178.71,0.05
7/2/2022,178.74,0.05
7/3/2022,178.76,0.05
7/4/2022,178.79,0.05
7/5/2022,178.81,0.05
7/6/2022,178.84,0.06
7/7/2022,178.88,0.06
7/8/2022,178.91,0.06
7/9/2022,178.97,0.07
7/10/2022,179.02,0.08
7/11/2022,179.09,0.09
7/12/2022,179.16,0.11
7/13/2022,179.24,0.12
7/14/2022,179.31,0.14
7/15/2022,179.38,0.14
7/16/2022,179.43,0.14
7/17/2022,179.49,0.15
7/18/2022,179.55,0.14
7/19/2022,179.61,0.14
7/20/2022,179.66,0.13
7/21/2022,179.70,0.12
7/22/2022,179.75,0.12
7/23/2022,179.79,0.11
7/24/2022,179.84,0.11
7/25/2022,179.88,0.10
7/26/2022,179.92,0.09
7/27/2022,179.96,0.09
7/28/2022,180.03,0.10
7/29/2022,180.08,0.10
7/30/2022,180.13,0.10
7/31/2022,180.18,0.10
8/1/2022,180.23,0.11
8/2/2022,180.28,0.11
8/3/2022,180.33,0.11
8/4/2022,180.38,0.11
8/5/2022,180.44,0.11
8/6/2022,180.49,0.11
8/7/2022,180.54,0.11
8/8/2022,180.57,0.10
8/9/2022,180.60,0.10
8/10/2022,180.63,0.09
8/11/2022,180.66,0.08
8/12/2022,180.68,0.07
8/13/2022,180.71,0.07
8/14/2022,180.74,0.06
8/15/2022,180.76,0.06
8/16/2022,180.79,0.06
8/17/2022,180.82,0.06
8/18/2022,180.85,0.06
8/19/2022,180.88,0.06
8/20/2022,180.92,0.06
8/21/2022,180.95,0.06
8/22/2022,180.97,0.06
8/23/2022,180.98,0.06
8/24/2022,180.99,0.05
8/25/2022,181.01,0.05
8/26/2022,181.03,0.04
8/27/2022,181.06,0.04
8/28/2022,181.09,0.04
8/29/2022,181.12,0.04
8/30/2022,181.15,0.05
8/31/2022,181.19,0.06
9/1/2022,181.22,0.06
9/2/2022,181.26,0.07
9/3/2022,181.30,0.07
9/4/2022,181.35,0.08
9/5/2022,181.41,0.09
9/6/2022,181.48,0.10
9/7/2022,181.54,0.11
9/8/2022,181.62,0.12
9/9/2022,181.68,0.13
9/10/2022,181.76,0.14
9/11/2022,181.83,0.15
9/12/2022,181.90,0.15
9/13/2022,181.97,0.15
9/14/2022,182.04,0.15
9/15/2022,182.12,0.15
9/16/2022,182.19,0.16
9/17/2022,182.26,0.16
9/18/2022,182.34,0.16
9/19/2022,182.41,0.16
9/20/2022,182.47,0.15
9/21/2022,182.54,0.15
9/22/2022,182.61,0.15
9/23/2022,182.68,0.15
9/24/2022,182.75,0.15
9/25/2022,182.82,0.15
9/26/2022,182.88,0.14
9/27/2022,182.95,0.14
9/28/2022,183.02,0.15
9/29/2022,183.09,0.15
9/30/2022,183.16,0.15
10/1/2022,183.23,0.15
10/2/2022,183.30,0.15
10/3/2022,183.36,0.15
10/4/2022,183.44,0.15
10/5/2022,183.50,0.15
10/6/2022,183.56,0.14
10/7/2022,183.63,0.14
10/8/2022,183.69,0.14
10/9/2022,183.75,0.14
10/10/2022,183.79,0.13
10/11/2022,183.82,0.12
10/12/2022,183.86,0.11
10/13/2022,183.89,0.10
10/14/2022,183.93,0.09
10/15/2022,183.96,0.08
10/16/2022,183.99,0.07
10/17/2022,184.03,0.07
10/18/2022,184.05,0.07
10/19/2022,184.07,0.06
10/20/2022,184.09,0.06
10/21/2022,184.09,0.05
10/22/2022,184.10,0.04
10/23/2022,184.11,0.04
10/24/2022,184.12,0.03
10/25/2022,184.13,0.02
10/26/2022,184.13,0.02
10/27/2022,184.14,0.01
10/28/2022,184.15,0.02
10/29/2022,184.16,0.02
10/30/2022,184.16,0.01
10/31/2022,184.17,0.01
11/1/2022,184.18,0.01
11/2/2022,184.20,0.02
11/3/2022,184.21,0.02
11/4/2022,184.22,0.02
11/5/2022,184.24,0.02
11/6/2022,184.26,0.03
11/7/2022,184.27,0.03
11/8/2022,184.29,0.03
11/9/2022,184.30,0.03
11/10/2022,184.32,0.03
11/11/2022,184.36,0.04
11/12/2022,184.41,0.05
11/13/2022,184.46,0.06
11/14/2022,184.54,0.08
11/15/2022,184.59,0.09
11/16/2022,184.69,0.11
11/17/2022,184.73,0.12
11/18/2022,184.81,0.14
11/19/2022,184.89,0.14
11/20/2022,184.98,0.16
11/21/2022,185.05,0.16
11/22/2022,185.14,0.17
11/23/2022,185.23,0.17
11/24/2022,185.32,0.18
11/25/2022,185.40,0.18
11/26/2022,185.47,0.17
11/27/2022,185.56,0.18
11/28/2022,185.63,0.18
11/29/2022,185.72,0.18
11/30/2022,185.80,0.17
12/1/2022,185.89,0.17
12/2/2022,185.98,0.18
12/3/2022,186.07,0.18
12/4/2022,186.17,0.19
12/5/2022,186.26,0.19
12/6/2022,186.35,0.19
12/7/2022,186.46,0.20
12/8/2022,186.55,0.20
12/9/2022,186.65,0.20
12/10/2022,186.75,0.21
12/11/2022,186.86,0.21
12/12/2022,186.97,0.22
12/13/2022,187.08,0.23
12/14/2022,187.19,0.23
12/15/2022,187.31,0.24
12/16/2022,187.40,0.23
12/17/2022,187.51,0.24
12/18/2022,187.61,0.23
12/19/2022,187.72,0.23
12/20/2022,187.83,0.23
12/21/2022,187.93,0.23
12/22/2022,188.01,0.21
12/23/2022,188.12,0.22
12/24/2022,188.25,0.23
12/25/2022,188.36,0.23
12/26/2022,188.48,0.23
12/27/2022,188.59,0.24
12/28/2022,188.71,0.24
12/29/2022,188.83,0.25
12/30/2022,188.94,0.25
12/31/2022,189.06,0.25
1/1/2023,189.17,0.25
1/2/2023,189.29,0.25
1/3/2023,189.40,0.25
