Date,ZLFund BMF
8/2/2020,161.60
8/3/2020,161.70
8/4/2020,161.78
8/5/2020,161.85
8/6/2020,161.92
8/7/2020,161.99
8/8/2020,162.06
8/9/2020,162.13
8/10/2020,162.19
8/11/2020,162.26
8/12/2020,162.33
8/13/2020,162.38
8/14/2020,162.41
8/15/2020,162.47
8/16/2020,162.55
8/17/2020,162.62
8/18/2020,162.69
8/19/2020,162.76
8/20/2020,162.83
8/21/2020,162.90
8/22/2020,162.96
8/23/2020,163.02
8/24/2020,163.08
8/25/2020,163.14
8/26/2020,163.20
8/27/2020,163.25
8/28/2020,163.31
8/29/2020,163.38
8/30/2020,163.44
8/31/2020,163.50
9/1/2020,163.56
9/2/2020,163.63
9/3/2020,163.69
9/4/2020,163.75
9/5/2020,163.81
9/6/2020,163.86
9/7/2020,163.91
9/8/2020,163.97
9/9/2020,164.01
9/10/2020,164.06
9/11/2020,164.11
9/12/2020,164.16
9/13/2020,164.20
9/14/2020,164.24
9/15/2020,164.28
9/16/2020,164.32
9/17/2020,164.37
9/18/2020,164.42
9/19/2020,164.46
9/20/2020,164.50
9/21/2020,164.55
9/22/2020,164.60
9/23/2020,164.64
9/24/2020,164.68
9/25/2020,164.73
9/26/2020,164.77
9/27/2020,164.81
9/28/2020,164.86
9/29/2020,164.90
9/30/2020,164.94
10/1/2020,164.99
10/2/2020,165.03
10/3/2020,165.07
10/4/2020,165.11
10/5/2020,165.15
10/6/2020,165.19
10/7/2020,165.23
10/8/2020,165.27
10/9/2020,165.30
10/10/2020,165.34
10/11/2020,165.38
10/12/2020,165.42
10/13/2020,165.46
10/14/2020,165.49
10/15/2020,165.53
10/16/2020,165.57
10/17/2020,165.60
10/18/2020,165.63
10/19/2020,165.66
10/20/2020,165.70
10/21/2020,165.73
10/22/2020,165.76
10/23/2020,165.79
10/24/2020,165.82
10/25/2020,165.85
10/26/2020,165.88
10/27/2020,165.91
10/28/2020,165.94
10/29/2020,165.97
10/30/2020,165.99
10/31/2020,166.02
11/1/2020,166.05
11/2/2020,166.08
11/3/2020,166.10
11/4/2020,166.13
11/5/2020,166.16
11/6/2020,166.24
11/7/2020,166.36
11/8/2020,166.44
11/9/2020,166.51
11/10/2020,166.56
11/11/2020,166.62
11/12/2020,166.68
11/13/2020,166.76
11/14/2020,166.84
11/15/2020,166.92
11/16/2020,166.99
11/17/2020,167.03
11/18/2020,167.09
11/19/2020,167.15
11/20/2020,167.22
11/21/2020,167.29
11/22/2020,167.37
11/23/2020,167.45
11/24/2020,167.53
11/25/2020,167.60
11/26/2020,167.68
11/27/2020,167.75
11/28/2020,167.82
11/29/2020,167.89
11/30/2020,167.97
12/1/2020,168.04
12/2/2020,168.12
12/3/2020,168.19
12/4/2020,168.26
12/5/2020,168.32
12/6/2020,168.37
12/7/2020,168.43
12/8/2020,168.50
