Date,Price
2020-07-10,160.69
2020-07-11,160.72
2020-07-12,160.75
2020-07-13,160.77
2020-07-14,160.80
2020-07-15,160.83
2020-07-16,160.85
2020-07-17,160.88
2020-07-18,160.90
2020-07-19,160.93
2020-07-20,160.96
2020-07-21,160.98
2020-07-22,161.01
2020-07-23,161.03
2020-07-24,161.06
2020-07-25,161.09
2020-07-26,161.11
2020-07-27,161.15
2020-07-28,161.20
2020-07-29,161.27
2020-07-30,161.34
2020-07-31,161.42
2020-08-01,161.51
2020-08-02,161.60
2020-08-03,161.70
2020-08-04,161.78
2020-08-05,161.85
2020-08-06,161.92
2020-08-07,161.99
2020-08-08,162.06
2020-08-09,162.13
2020-08-10,162.19
2020-08-11,162.26
2020-08-12,162.33
2020-08-13,162.38
2020-08-14,162.41
2020-08-15,162.47
2020-08-16,162.55
2020-08-17,162.62
2020-08-18,162.69
2020-08-19,162.76
2020-08-20,162.83
2020-08-21,162.90
2020-08-22,162.96
2020-08-23,163.02
2020-08-24,163.08
2020-08-25,163.14
2020-08-26,163.20
2020-08-27,163.25
2020-08-28,163.31
2020-08-29,163.38
2020-08-30,163.44
2020-08-31,163.50
2020-09-01,163.56
2020-09-02,163.63
2020-09-03,163.69
2020-09-04,163.75
2020-09-05,163.81
2020-09-06,163.86
2020-09-07,163.91
2020-09-08,163.97
2020-09-09,164.01
2020-09-10,164.06
2020-09-11,164.11
2020-09-12,164.16
2020-09-13,164.20
2020-09-14,164.24
2020-09-15,164.28
2020-09-16,164.32
2020-09-17,164.37
2020-09-18,164.42
2020-09-19,164.46
2020-09-20,164.50
2020-09-21,164.55
2020-09-22,164.60
2020-09-23,164.64
2020-09-24,164.68
2020-09-25,164.73
2020-09-26,164.77
2020-09-27,164.81
2020-09-28,164.86
2020-09-29,164.90
2020-09-30,164.94
2020-10-01,164.99
2020-10-02,165.03
2020-10-03,165.07
2020-10-04,165.11
2020-10-05,165.15
2020-10-06,165.19
2020-10-07,165.23
2020-10-08,165.27
2020-10-09,165.30
2020-10-10,165.34
2020-10-11,165.38
2020-10-12,165.42
2020-10-13,165.46
2020-10-14,165.49
2020-10-15,165.53
2020-10-16,165.57
2020-10-17,165.60
2020-10-18,165.63
2020-10-19,165.66
2020-10-20,165.70
2020-10-21,165.73
2020-10-22,165.76
2020-10-23,165.79
2020-10-24,165.82
2020-10-25,165.85
2020-10-26,165.88
2020-10-27,165.91
2020-10-28,165.94
2020-10-29,165.97
2020-10-30,165.99
2020-10-31,166.02
2020-11-01,166.05
2020-11-02,166.08
2020-11-03,166.10
2020-11-04,166.13
2020-11-05,166.16
2020-11-06,166.24
2020-11-07,166.36
2020-11-08,166.44
2020-11-09,166.51
2020-11-10,166.56
2020-11-11,166.62
2020-11-12,166.68
2020-11-13,166.76
2020-11-14,166.84
2020-11-15,166.92
2020-11-16,166.99
2020-11-17,167.03
2020-11-18,167.09
2020-11-19,167.15
2020-11-20,167.22
2020-11-21,167.29
2020-11-22,167.37
2020-11-23,167.45
2020-11-24,167.53
2020-11-25,167.60
2020-11-26,167.68
2020-11-27,167.75
2020-11-28,167.82
2020-11-29,167.89
2020-11-30,167.97
2020-12-01,168.04
2020-12-02,168.12
2020-12-03,168.19
2020-12-04,168.26
2020-12-05,168.32
2020-12-06,168.37
2020-12-07,168.43
2020-12-08,168.50
2020-12-09,168.56
2020-12-10,168.62
2020-12-11,168.67
2020-12-12,168.71
2020-12-13,168.76
2020-12-14,168.82
2020-12-15,168.88
2020-12-16,168.94
2020-12-17,169.01
2020-12-18,169.06
2020-12-19,169.11
2020-12-20,169.15
2020-12-21,169.19
2020-12-22,169.24
2020-12-23,169.29
2020-12-24,169.33
2020-12-25,169.37
2020-12-26,169.41
2020-12-27,169.44
2020-12-28,169.48
2020-12-29,169.52
2020-12-30,169.56
2020-12-31,169.60
2021-01-01,169.63
2021-01-02,169.66
2021-01-03,169.69
2021-01-04,169.74
2021-01-05,169.79
2021-01-06,169.88
2021-01-07,169.98
2021-01-08,170.06
2021-01-09,170.14
2021-01-10,170.21
2021-01-11,170.26
2021-01-12,170.28
2021-01-13,170.28
2021-01-14,170.29
2021-01-15,170.34
2021-01-16,170.38
2021-01-17,170.42
2021-01-18,170.45
2021-01-19,170.50
2021-01-20,170.54
2021-01-21,170.57
2021-01-22,170.60
2021-01-23,170.63
2021-01-24,170.66
2021-01-25,170.69
2021-01-26,170.72
2021-01-27,170.76
2021-01-28,170.80
2021-01-29,170.84
2021-01-30,170.87
2021-01-31,170.90
2021-02-01,170.93
2021-02-02,170.97
2021-02-03,171.01
2021-02-04,171.05
2021-02-05,171.09
2021-02-06,171.14
2021-02-07,171.17
2021-02-08,171.19
2021-02-09,171.21
2021-02-10,171.24
2021-02-11,171.27
2021-02-12,171.29
2021-02-13,171.33
2021-02-14,171.38
2021-02-15,171.45
2021-02-16,171.50
2021-02-17,171.57
2021-02-18,171.72
2021-02-19,171.84
2021-02-20,171.93
2021-02-21,172.00
2021-02-22,172.06
2021-02-23,172.11
2021-02-24,172.16
2021-02-25,172.22
2021-02-26,172.26
2021-02-27,172.28
2021-02-28,172.29
2021-03-01,172.30
2021-03-02,172.32
2021-03-03,172.34
2021-03-04,172.36
2021-03-05,172.37
2021-03-06,172.39
2021-03-07,172.41
2021-03-08,172.43
2021-03-09,172.46
2021-03-10,172.48
2021-03-11,172.51
2021-03-12,172.54
2021-03-13,172.57
2021-03-14,172.62
2021-03-15,172.73
2021-03-16,172.82
2021-03-17,172.90
2021-03-18,173.00
2021-03-19,173.09
2021-03-20,173.17
2021-03-21,173.24
2021-03-22,173.30
2021-03-23,173.35
2021-03-24,173.39
2021-03-25,173.41
2021-03-26,173.43
2021-03-27,173.45
2021-03-28,173.46
2021-03-29,173.48
2021-03-30,173.51
2021-03-31,173.55
2021-04-01,173.59
2021-04-02,173.62
2021-04-03,173.67
2021-04-04,173.73
2021-04-05,173.77
2021-04-06,173.81
2021-04-07,173.83
2021-04-08,173.83
2021-04-09,173.83
2021-04-10,173.83
2021-04-11,173.83
2021-04-12,173.83
2021-04-13,173.83
2021-04-14,173.83
2021-04-15,173.83
2021-04-16,173.83
2021-04-17,173.83
2021-04-18,173.83
2021-04-19,173.83
2021-04-20,173.83
2021-04-21,173.83
2021-04-22,173.83
2021-04-23,173.83
2021-04-24,173.83
2021-04-25,173.83
2021-04-26,173.83
2021-04-27,173.83
2021-04-28,173.83
2021-04-29,173.83
2021-04-30,173.83
2021-05-01,173.83
2021-05-02,173.83
2021-05-03,173.83
2021-05-04,173.83
2021-05-05,173.83
2021-05-06,173.83
2021-05-07,173.83
2021-05-08,173.83
2021-05-09,173.83
2021-05-10,173.83
2021-05-11,173.83
2021-05-12,173.83
2021-05-13,173.83
2021-05-14,173.83
2021-05-15,173.83
2021-05-16,173.83
2021-05-17,173.83
2021-05-18,173.85
2021-05-19,173.87
2021-05-20,173.90
2021-05-21,173.92
2021-05-22,173.93
2021-05-23,173.93
2021-05-24,173.93
2021-05-25,173.93
2021-05-26,173.93
2021-05-27,173.93
2021-05-28,173.93
2021-05-29,173.93
2021-05-30,173.94
2021-05-31,173.94
2021-06-01,173.95
2021-06-02,173.95
2021-06-03,173.96
2021-06-04,173.96
2021-06-05,173.97
2021-06-06,173.97
2021-06-07,173.98
2021-06-08,173.99
2021-06-09,173.99
2021-06-10,174.00
2021-06-11,174.00
2021-06-12,174.01
2021-06-13,174.01
2021-06-14,174.02
2021-06-15,174.03
2021-06-16,174.03
2021-06-17,174.04
2021-06-18,174.04
2021-06-19,174.05
2021-06-20,174.05
2021-06-21,174.06
2021-06-22,174.06
2021-06-23,174.07
2021-06-24,174.07
2021-06-25,174.08
2021-06-26,174.09
2021-06-27,174.09
2021-06-28,174.09
2021-06-29,174.09
2021-06-30,174.10
2021-07-01,174.10
2021-07-02,174.11
2021-07-03,174.11
2021-07-04,174.12
2021-07-05,174.12
2021-07-06,174.13
2021-07-07,174.13
2021-07-08,174.14
2021-07-09,174.15
2021-07-10,174.15
2021-07-11,174.16
2021-07-12,174.17
2021-07-13,174.17
2021-07-14,174.17
2021-07-15,174.18
2021-07-16,174.18
2021-07-17,174.18
2021-07-18,174.19
2021-07-19,174.19
2021-07-20,174.19
2021-07-21,174.20
2021-07-22,174.20
2021-07-23,174.20
2021-07-24,174.21
2021-07-25,174.21
2021-07-26,174.22
2021-07-27,174.22
2021-07-28,174.23
2021-07-29,174.24
2021-07-30,174.25
2021-07-31,174.26
2021-08-01,174.27
2021-08-02,174.28
2021-08-03,174.29
2021-08-04,174.30
2021-08-05,174.31
2021-08-06,174.32
2021-08-07,174.33
2021-08-08,174.34
2021-08-09,174.36
2021-08-10,174.37
2021-08-11,174.38
2021-08-12,174.39
2021-08-13,174.40
2021-08-14,174.41
2021-08-15,174.42
2021-08-16,174.43
2021-08-17,174.44
2021-08-18,174.45
2021-08-19,174.46
2021-08-20,174.48
2021-08-21,174.49
2021-08-22,174.50
2021-08-23,174.51
2021-08-24,174.53
2021-08-25,174.54
2021-08-26,174.55
2021-08-27,174.57
2021-08-28,174.58
2021-08-29,174.59
2021-08-30,174.60
2021-08-31,174.62
2021-09-01,174.63
2021-09-02,174.64
2021-09-03,174.66
2021-09-04,174.67
2021-09-05,174.68
2021-09-06,174.69
2021-09-07,174.70
2021-09-08,174.71
2021-09-09,174.71
2021-09-10,174.72
2021-09-11,174.73
2021-09-12,174.74
2021-09-13,174.75
2021-09-14,174.76
2021-09-15,174.77
2021-09-16,174.77
2021-09-17,174.78
2021-09-18,174.79
2021-09-19,174.80
2021-09-20,174.81
2021-09-21,174.82
2021-09-22,174.82
2021-09-23,174.83
2021-09-24,174.84
2021-09-25,174.85
2021-09-26,174.85
2021-09-27,174.86
2021-09-28,174.87
2021-09-29,174.88
2021-09-30,174.89
2021-10-01,174.89
2021-10-02,174.90
2021-10-03,174.91
2021-10-04,174.92
2021-10-05,174.93
2021-10-06,174.94
2021-10-07,174.94
2021-10-08,174.95
2021-10-09,174.96
2021-10-10,174.97
2021-10-11,174.98
2021-10-12,174.98
2021-10-13,174.99
2021-10-14,175.00
2021-10-15,175.01
2021-10-16,175.02
2021-10-17,175.03
2021-10-18,175.04
2021-10-19,175.05
2021-10-20,175.06
2021-10-21,175.07
2021-10-22,175.09
2021-10-23,175.11
2021-10-24,175.12
2021-10-25,175.13
2021-10-26,175.14
2021-10-27,175.16
2021-10-28,175.17
2021-10-29,175.19
2021-10-30,175.22
2021-10-31,175.24
2021-11-01,175.26
2021-11-02,175.29
2021-11-03,175.37
2021-11-04,175.42
2021-11-05,175.46
2021-11-06,175.50
2021-11-07,175.53
2021-11-08,175.56
2021-11-09,175.59
2021-11-10,175.61
2021-11-11,175.64
2021-11-12,175.67
2021-11-13,175.68
2021-11-14,175.70
2021-11-15,175.72
2021-11-16,175.74
2021-11-17,175.76
2021-11-18,175.78
2021-11-19,175.80
2021-11-20,175.82
2021-11-21,175.84
2021-11-22,175.85
2021-11-23,175.88
2021-11-24,175.90
2021-11-25,175.92
2021-11-26,175.94
2021-11-27,175.96
2021-11-28,175.99
2021-11-29,176.01
2021-11-30,176.03
2021-12-01,176.05
2021-12-02,176.07
2021-12-03,176.09
2021-12-04,176.11
2021-12-05,176.13
2021-12-06,176.14
2021-12-07,176.16
2021-12-08,176.18
2021-12-09,176.20
2021-12-10,176.21
2021-12-11,176.22
2021-12-12,176.24
2021-12-13,176.25
2021-12-14,176.27
2021-12-15,176.28
2021-12-16,176.30
2021-12-17,176.31
2021-12-18,176.33
2021-12-19,176.34
2021-12-20,176.36
2021-12-21,176.38
2021-12-22,176.40
2021-12-23,176.43
2021-12-24,176.45
2021-12-25,176.47
2021-12-26,176.50
2021-12-27,176.52
2021-12-28,176.54
2021-12-29,176.56
2021-12-30,176.57
2021-12-31,176.58
2022-01-01,176.59
2022-01-02,176.60
2022-01-03,176.62
2022-01-04,176.64
2022-01-05,176.65
2022-01-06,176.67
2022-01-07,176.69
2022-01-08,176.71
2022-01-09,176.72
2022-01-10,176.73
2022-01-11,176.75
2022-01-12,176.77
2022-01-13,176.78
2022-01-14,176.80
2022-01-15,176.82
2022-01-16,176.83
2022-01-17,176.84
2022-01-18,176.86
2022-01-19,176.88
2022-01-20,176.89
2022-01-21,176.91
2022-01-22,176.92
2022-01-23,176.94
2022-01-24,176.95
2022-01-25,176.96
2022-01-26,176.98
2022-01-27,176.99
2022-01-28,177.00
2022-01-29,177.02
2022-01-30,177.03
2022-01-31,177.04
2022-02-01,177.06
2022-02-02,177.07
2022-02-03,177.09
2022-02-04,177.10
2022-02-05,177.11
2022-02-06,177.13
2022-02-07,177.14
2022-02-08,177.16
2022-02-09,177.17
2022-02-10,177.19
2022-02-11,177.20
2022-02-12,177.21
2022-02-13,177.23
2022-02-14,177.25
2022-02-15,177.26
2022-02-16,177.27
2022-02-17,177.29
2022-02-18,177.30
2022-02-19,177.32
2022-02-20,177.33
2022-02-21,177.35
2022-02-22,177.36
2022-02-23,177.38
2022-02-24,177.39
2022-02-25,177.41
2022-02-26,177.42
2022-02-27,177.44
2022-02-28,177.45
2022-03-01,177.46
2022-03-02,177.48
2022-03-03,177.49
2022-03-04,177.51
2022-03-05,177.52
2022-03-06,177.54
2022-03-07,177.55
2022-03-08,177.57
2022-03-09,177.58
2022-03-10,177.60
2022-03-11,177.62
2022-03-12,177.63
2022-03-13,177.65
2022-03-14,177.66
2022-03-15,177.67
2022-03-16,177.69
2022-03-17,177.70
2022-03-18,177.71
2022-03-19,177.71
2022-03-20,177.71
2022-03-21,177.71
2022-03-22,177.71
2022-03-23,177.71
2022-03-24,177.71
2022-03-25,177.71
2022-03-26,177.71
2022-03-27,177.71
2022-03-28,177.71
2022-03-29,177.71
2022-03-30,177.71
2022-03-31,177.71
2022-04-01,177.71
2022-04-02,177.71
2022-04-03,177.71
2022-04-04,177.71
2022-04-05,177.71
2022-04-06,177.71
2022-04-07,177.71
2022-04-08,177.71
2022-04-09,177.71
2022-04-10,177.71
2022-04-11,177.71
2022-04-12,177.71
2022-04-13,177.71
2022-04-14,177.71
2022-04-15,177.72
2022-04-16,177.74
2022-04-17,177.76
2022-04-18,177.78
2022-04-19,177.80
2022-04-20,177.82
2022-04-21,177.84
2022-04-22,177.85
2022-04-23,177.87
2022-04-24,177.89
2022-04-25,177.91
2022-04-26,177.94
2022-04-27,177.96
2022-04-28,177.97
2022-04-29,177.99
2022-04-30,178.00
2022-05-01,178.01
2022-05-02,178.02
2022-05-03,178.04
2022-05-04,178.05
2022-05-05,178.06
2022-05-06,178.08
2022-05-07,178.09
2022-05-08,178.11
2022-05-09,178.13
2022-05-10,178.15
2022-05-11,178.16
2022-05-12,178.18
2022-05-13,178.22
2022-05-14,178.27
2022-05-15,178.29
2022-05-16,178.34
2022-05-17,178.34
2022-05-18,178.34
2022-05-19,178.34
2022-05-20,178.34
2022-05-21,178.34
2022-05-22,178.34
2022-05-23,178.34
2022-05-24,178.34
2022-05-25,178.34
2022-05-26,178.34
2022-05-27,178.34
2022-05-28,178.34
2022-05-29,178.34
2022-05-30,178.34
2022-05-31,178.34
2022-06-01,178.34
2022-06-02,178.34
2022-06-03,178.34
2022-06-04,178.34
2022-06-05,178.34
2022-06-06,178.34
2022-06-07,178.34
2022-06-08,178.34
2022-06-09,178.34
2022-06-10,178.34
2022-06-11,178.34
2022-06-12,178.34
2022-06-13,178.34
2022-06-14,178.34
2022-06-15,178.34
2022-06-16,178.34
2022-06-17,178.35
2022-06-18,178.37
2022-06-19,178.41
2022-06-20,178.43
2022-06-21,178.45
2022-06-22,178.48
2022-06-23,178.52
2022-06-24,178.54
2022-06-25,178.56
2022-06-26,178.58
2022-06-27,178.61
2022-06-28,178.64
2022-06-29,178.66
2022-06-30,178.69
2022-07-01,178.71
2022-07-02,178.74
2022-07-03,178.76
2022-07-04,178.79
2022-07-05,178.81
2022-07-06,178.84
2022-07-07,178.88
2022-07-08,178.91
2022-07-09,178.97
2022-07-10,179.02
2022-07-11,179.09
2022-07-12,179.16
2022-07-13,179.24
2022-07-14,179.31
2022-07-15,179.38
2022-07-16,179.43
2022-07-17,179.49
2022-07-18,179.55
2022-07-19,179.61
2022-07-20,179.66
2022-07-21,179.70
2022-07-22,179.75
2022-07-23,179.79
2022-07-24,179.84
2022-07-25,179.88
2022-07-26,179.92
2022-07-27,179.96
2022-07-28,180.03
2022-07-29,180.08
2022-07-30,180.13
2022-07-31,180.18
2022-08-01,180.23
2022-08-02,180.28
2022-08-03,180.33
2022-08-04,180.38
2022-08-05,180.44
2022-08-06,180.49
2022-08-07,180.54
2022-08-08,180.57
2022-08-09,180.60
2022-08-10,180.63
2022-08-11,180.66
2022-08-12,180.68
2022-08-13,180.71
2022-08-14,180.74
2022-08-15,180.76
2022-08-16,180.79
2022-08-17,180.82
2022-08-18,180.85
2022-08-19,180.88
2022-08-20,180.92
2022-08-21,180.95
2022-08-22,180.97
2022-08-23,180.98
2022-08-24,180.99
2022-08-25,181.01
2022-08-26,181.03
2022-08-27,181.06
2022-08-28,181.09
2022-08-29,181.12
2022-08-30,181.15
2022-08-31,181.19
2022-09-01,181.22
2022-09-02,181.26
2022-09-03,181.30
2022-09-04,181.35
2022-09-05,181.41
2022-09-06,181.48
2022-09-07,181.54
2022-09-08,181.62
2022-09-09,181.68
2022-09-10,181.76
2022-09-11,181.83
2022-09-12,181.90
2022-09-13,181.97
2022-09-14,182.04
2022-09-15,182.12
2022-09-16,182.19
2022-09-17,182.26
2022-09-18,182.34
2022-09-19,182.41
2022-09-20,182.47
2022-09-21,182.54
2022-09-22,182.61
2022-09-23,182.68
2022-09-24,182.75
2022-09-25,182.82
2022-09-26,182.88
2022-09-27,182.95
2022-09-28,183.02
2022-09-29,183.09
2022-09-30,183.16
2022-10-01,183.23
2022-10-02,183.30
2022-10-03,183.36
2022-10-04,183.44
2022-10-05,183.50
2022-10-06,183.56
2022-10-07,183.63
2022-10-08,183.69
2022-10-09,183.75
2022-10-10,183.79
2022-10-11,183.82
2022-10-12,183.86
2022-10-13,183.89
2022-10-14,183.93
2022-10-15,183.96
2022-10-16,183.99
2022-10-17,184.03
2022-10-18,184.05
2022-10-19,184.07
2022-10-20,184.09
2022-10-21,184.09
2022-10-22,184.10
2022-10-23,184.11
2022-10-24,184.12
2022-10-25,184.13
2022-10-26,184.13
2022-10-27,184.14
2022-10-28,184.15
2022-10-29,184.16
2022-10-30,184.16
2022-10-31,184.17
2022-11-01,184.18
2022-11-02,184.20
2022-11-03,184.21
2022-11-04,184.22
2022-11-05,184.24
2022-11-06,184.26
2022-11-07,184.27
2022-11-08,184.29
2022-11-09,184.30
2022-11-10,184.32
2022-11-11,184.36
2022-11-12,184.41
2022-11-13,184.46
2022-11-14,184.54
2022-11-15,184.59
2022-11-16,184.69
2022-11-17,184.73
2022-11-18,184.81
2022-11-19,184.89
2022-11-20,184.98
2022-11-21,185.05
2022-11-22,185.14
2022-11-23,185.23
2022-11-24,185.32
2022-11-25,185.40
2022-11-26,185.47
2022-11-27,185.56
2022-11-28,185.63
2022-11-29,185.72
2022-11-30,185.80
2022-12-01,185.89
2022-12-02,185.98
2022-12-03,186.07
2022-12-04,186.17
2022-12-05,186.26
2022-12-06,186.35
2022-12-07,186.46
2022-12-08,186.55
2022-12-09,186.65
2022-12-10,186.75
2022-12-11,186.86
